12.2(25)EWA6,2008-11-13,2009-11-13,2013-11-12,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps4324/eol_c51_477279.html
12.2(33)SXI13,2012-08-13,2013-08-13,2017-08-31,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-697077.html
12.2(33)SXI3,2012-08-13,2013-08-13,2017-08-31,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps708/eol_c51-697077.html
12.2(44)SE6,2012-01-26,2012-01-26,2017-01-31,http://www.cisco.com/en/US/prod/collateral/switches/ps5718/ps5023/eol_c51-692952.html
15.0(1)SY4,2014-10-29,2015-04-30,2019-10-31,http://www.cisco.com/c/en/us/products/collateral/ios-nx-os-software/ios-software-releases-12-2-sx/eos-eol-notice-c51-731742.html
